,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
25537,0x4794,MYSRES11DEL01,35.0,3.7,12.323225,76.630028,12.393225,76.700028,04-04-2022,0.958333333,23:10,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,31
11207,0x5f16,VADRES14DEL01,38.0,4.0,22.311603,73.165012,22.351603,73.205012,28-03-2022,12:50,0.541666667,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35
39778,0x8eaf,SURRES02DEL02,20.0,5.0,21.186608,72.794136,21.206608,72.814136,03-04-2022,10:15,10:20,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,10
14437,0xd486,LUDHRES09DEL02,29.0,4.9,30.885814,75.786976,30.935814,75.836976,17-02-2022,23:55,24:05:00,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,10
22443,0x26d2,SURRES010DEL01,23.0,4.8,21.17106,72.789292,21.18106,72.799292,19-03-2022,09:40,09:50,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,18
31010,0x1d19,BANGRES17DEL02,21.0,4.7,12.972532,77.608179,12.992532,77.628179,11-03-2022,10:35,10:45,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16
28144,0x9e99,INDORES19DEL01,39.0,4.6,22.745536,75.893106,22.855536,76.003106,06-03-2022,0.958333333,23:10,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,28
8927,0x48f9,HYDRES11DEL02,27.0,5.0,17.430448,78.418213,17.450448,78.438213,24-03-2022,08:40,08:50,Sunny,Low,1,Snack,scooter,0.0,No,Urban,21
17824,0x374b,MYSRES05DEL02,36.0,4.6,12.323978,76.627961,12.403978,76.707961,06-04-2022,21:10,21:15,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25
45308,0xcf34,KOLRES19DEL01,35.0,4.9,22.5491,88.400467,22.5591,88.410467,13-02-2022,10:15,10:25,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,17
31324,0x16ba,CHENRES16DEL02,,,13.049645,80.242268,13.179645,80.372268,02-03-2022,,20:25,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,14
35643,0x1eac,BANGRES03DEL03,,,12.979166,77.640709,13.009166,77.670709,28-03-2022,,19:25,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25
12178,0xc8ba,KNPRES06DEL02,26.0,4.8,0.0,0.0,0.13,0.13,16-02-2022,23:45,23:50,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
9108,0xe0de,KNPRES20DEL01,31.0,4.7,26.47,80.35,26.58,80.46,12-02-2022,22:50,0.958333333,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,16
34958,0x4efa,MYSRES06DEL01,22.0,4.8,12.323994,76.626167,12.333994,76.636167,01-04-2022,09:35,09:50,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,20
37574,0x3849,JAPRES07DEL03,28.0,4.8,26.766536,75.837333,26.796536,75.867333,19-03-2022,17:50,0.75,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24
27723,0xbc35,SURRES15DEL02,39.0,4.8,21.160522,72.771477,21.180522,72.791477,03-04-2022,09:55,10:10,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,21
23616,0x2e16,VADRES08DEL02,22.0,5.0,0.0,0.0,0.02,0.02,07-03-2022,08:10,08:20,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,11
3726,0x2548,BANGRES04DEL02,27.0,4.8,12.98041,77.640489,13.11041,77.770489,04-03-2022,20:50,21:05,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26
26200,0x19cf,VADRES15DEL01,25.0,4.8,0.0,0.0,0.07,0.07,16-03-2022,20:25,20:30,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37
41781,0xa4f9,RANCHIRES010DEL03,31.0,5.0,23.354422,85.3329,23.384422,85.3629,30-03-2022,19:40,19:45,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34
40957,0xadc3,MUMRES09DEL01,24.0,4.7,18.994049,72.825203,19.064049,72.895203,10-03-2022,17:40,17:50,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,17
1367,0xa75,PUNERES11DEL01,37.0,4.7,18.533811,73.899315,18.543811,73.909315,28-03-2022,10:15,10:25,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18
3712,0x72a3,CHENRES12DEL01,24.0,4.9,12.972793,80.249982,13.042793,80.319982,25-03-2022,23:15,23:30,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,14
38218,0x8113,PUNERES11DEL02,22.0,4.8,18.533811,73.899315,18.613811,73.979315,16-03-2022,18:10,18:25,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28
17772,0x8ec5,MYSRES05DEL03,29.0,4.6,12.323978,76.627961,12.413978,76.717961,02-04-2022,22:20,22:35,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,28
25426,0xb420,JAPRES08DEL02,24.0,4.9,26.910262,75.783013,27.040262,75.913013,23-03-2022,22:50,0.958333333,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26
33768,0x74d,BANGRES01DEL01,,,12.933284,77.615428,13.043284,77.725428,20-03-2022,,23:15,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,26
31116,0x76ae,RANCHIRES05DEL02,32.0,4.8,23.355164,85.324097,23.405164,85.374097,30-03-2022,21:35,21:45,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,22
7761,0xa574,JAPRES16DEL01,35.0,4.8,26.849596,75.800512,26.889596,75.840512,11-03-2022,15:30,15:40,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,16
36321,0x65b0,BANGRES02DEL01,20.0,2.6,12.970221,77.645396,13.080221,77.755396,27-03-2022,22:25,22:35,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,32
4114,0x4a2d,SURRES19DEL01,35.0,4.9,21.149669,72.772629,21.189669,72.812629,17-03-2022,13:40,13:50,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34
26213,0xac16,VADRES05DEL01,34.0,4.6,22.310526,73.170937,22.320526,73.180937,28-03-2022,10:50,11:05,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,17
1667,0x3b32,COIMBRES04DEL01,34.0,5.0,11.024839,77.007003,11.064839,77.047003,11-03-2022,16:45,16:55,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38
29165,0x6493,COIMBRES17DEL02,36.0,4.0,11.026117,76.944652,11.076117,76.994652,13-03-2022,19:15,19:30,Sandstorms,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,42
35941,0x5ea1,JAPRES01DEL02,27.0,5.0,26.90519,75.810753,26.95519,75.860753,01-04-2022,21:50,0.916666667,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29
25923,0x3b50,MUMRES14DEL02,33.0,4.9,19.1813,72.836191,19.2313,72.886191,21-03-2022,20:50,20:55,Sunny,Jam,0,Snack,motorcycle,1.0,No,,27
39882,0xc3b9,ALHRES18DEL03,33.0,4.7,25.450317,81.831681,25.590317,81.971681,14-02-2022,17:45,17:50,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37
488,0x3d8c,INDORES02DEL03,33.0,4.8,22.651847,75.881991,22.681847,75.911991,24-03-2022,23:15,23:25,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28
19614,0x4970,CHENRES05DEL03,23.0,4.8,13.058616,80.264151,13.148616,80.354151,20-03-2022,23:15,23:30,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
27208,0x201b,RANCHIRES01DEL03,20.0,4.8,23.416792,85.316842,23.506792,85.406842,29-03-2022,22:20,22:35,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,18
6924,0x5c83,JAPRES010DEL01,35.0,3.8,26.921411,75.793604,27.031411,75.903604,06-04-2022,21:30,21:35,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,32
21592,0x8975,RANCHIRES16DEL02,29.0,5.0,23.371292,85.327872,23.501292,85.457872,25-03-2022,21:55,22:05,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,43
7848,0xc684,BHPRES04DEL01,22.0,4.9,23.184992,77.417227,23.294992,77.527227,16-02-2022,17:45,0.75,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25
5704,0xe1b4,AGRRES010DEL03,38.0,4.5,27.163303,78.057044,27.253303,78.147044,12-02-2022,0.875,21:10,Stormy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38
40901,0xc9a3,GOARES03DEL03,26.0,5.0,15.574828,73.766883,15.664828,73.856883,16-02-2022,20:50,20:55,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,27
17087,0x9639,MYSRES20DEL01,30.0,3.6,12.337978,76.616792,12.407978,76.686792,06-03-2022,21:15,21:25,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,36
37873,0xbc3e,MUMRES12DEL02,24.0,4.8,19.207222,72.972281,19.227222,72.992281,28-03-2022,09:55,10:05,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,10
4033,0x5198,COIMBRES19DEL02,28.0,4.8,11.022298,76.998349,11.042298,77.018349,21-03-2022,10:50,10:55,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,12
36059,0xc2f4,AGRRES02DEL03,30.0,5.0,0.0,0.0,0.03,0.03,13-02-2022,19:45,0.833333333,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25
8125,0xc65,VADRES08DEL01,21.0,4.6,0.0,0.0,0.01,0.01,09-03-2022,10:45,10:55,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19
26984,0xbc7,INDORES20DEL01,,,22.732225,75.874765,22.802225,75.944765,02-03-2022,,20:05,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49
13380,0xbe8e,RANCHIRES07DEL03,35.0,4.9,23.359407,85.325055,23.419407,85.385055,26-03-2022,20:40,20:55,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33
42287,0xbcba,HYDRES03DEL03,36.0,4.0,17.422819,78.449578,17.482819,78.509578,09-03-2022,21:50,21:55,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32
45187,0x65d9,MUMRES03DEL03,33.0,4.6,19.22384,72.841347,19.25384,72.871347,15-03-2022,18:50,18:55,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,18
13598,0x9e1b,MUMRES11DEL03,34.0,4.7,18.994237,72.825553,19.084237,72.915553,16-03-2022,17:25,17:30,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31
43794,0x54b5,MUMRES11DEL01,27.0,4.6,18.994237,72.825553,19.004237,72.835553,03-03-2022,09:15,09:20,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,15
44458,0x6ca2,VADRES03DEL02,37.0,4.5,22.32,73.17,22.37,73.22,01-03-2022,22:55,23:10,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29
30659,0xce54,DEHRES20DEL02,37.0,3.7,0.0,0.0,0.13,0.13,16-02-2022,0.833333333,20:05,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,39
37208,0x51f6,HYDRES010DEL01,29.0,4.8,17.428294,78.404423,17.438294,78.414423,05-04-2022,10:35,10:45,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,22
42823,0x8a97,JAPRES16DEL01,29.0,4.9,26.849596,75.800512,26.959596,75.910512,06-03-2022,20:55,0.875,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,20
29259,0x62de,PUNERES20DEL02,37.0,4.3,18.592718,73.773572,18.722718,73.903572,18-03-2022,21:25,21:35,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,40
44263,0x3302,INDORES010DEL03,39.0,4.8,22.75004,75.902847,22.84004,75.992847,02-03-2022,17:25,17:30,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,19
44728,0xa024,BANGRES12DEL02,21.0,4.8,12.939496,77.625999,12.989496,77.675999,03-03-2022,22:50,0.958333333,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19
44895,0xd828,GOARES18DEL01,30.0,4.8,15.49395,73.827423,15.56395,73.897423,12-02-2022,22:15,22:30,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,17
24089,0xde94,DEHRES20DEL01,20.0,4.5,0.0,0.0,0.04,0.04,15-02-2022,0.625,15:10,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24
15504,0xbfef,BHPRES14DEL01,36.0,4.6,0.0,0.0,0.01,0.01,13-02-2022,09:45,09:55,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17
28625,0xa872,VADRES04DEL01,32.0,4.7,0.0,0.0,0.11,0.11,25-03-2022,23:45,23:55,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24
22473,0xc5ef,AGRRES05DEL03,33.0,4.9,27.201725,78.007553,27.231725,78.037553,17-02-2022,23:15,23:25,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17
15577,0xc694,KOLRES04DEL02,20.0,3.9,22.538731,88.364878,22.558731,88.384878,15-02-2022,11:25,11:30,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,44
38006,0xdb70,AGRRES16DEL02,33.0,4.7,0.0,0.0,0.05,0.05,11-02-2022,21:10,21:25,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,24
44520,0x1dee,CHENRES20DEL01,37.0,3.5,12.975996,80.221898,13.085996,80.331898,10-03-2022,0.75,18:05,Sandstorms,Medium,2,Buffet,scooter,2.0,No,Metropolitian,34
13669,0x42a4,MYSRES12DEL01,31.0,4.7,12.284747,76.625861,12.354747,76.695861,02-04-2022,20:30,20:45,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20
40287,0xc3a6,BHPRES08DEL01,37.0,4.8,23.232537,77.429845,23.342537,77.539845,18-02-2022,20:15,20:30,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,45
23196,0x312b,RANCHIRES07DEL02,36.0,4.9,23.359407,85.325055,23.489407,85.455055,04-03-2022,17:10,17:20,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30
42759,0x819c,PUNERES14DEL03,24.0,4.6,18.516216,73.842527,18.546216,73.872527,15-03-2022,17:50,0.75,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17
41974,0x93b1,BANGRES010DEL02,29.0,4.5,12.933298,77.614293,13.013298,77.694293,04-04-2022,17:15,17:30,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26
42324,0xcae9,ALHRES04DEL02,34.0,4.6,0.0,0.0,0.05,0.05,13-02-2022,18:30,18:35,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18
10225,0xb9fd,JAPRES13DEL01,36.0,4.7,26.846156,75.8023,26.886156,75.8423,09-03-2022,14:55,0.625,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36
4470,0x9a70,INDORES16DEL02,26.0,4.1,22.744648,75.894377,22.794648,75.944377,19-03-2022,23:40,23:55,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,17
17275,0xa636,MUMRES06DEL01,31.0,4.4,19.055831,72.833984,19.065831,72.843984,19-03-2022,09:45,09:55,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26
1969,0x8d17,JAPRES15DEL02,25.0,4.8,26.891191,75.802083,26.971191,75.882083,14-03-2022,22:55,23:10,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17
12595,0xa133,BANGRES04DEL03,33.0,4.0,12.98041,77.640489,13.07041,77.730489,02-03-2022,18:25,18:40,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,34
32556,0xae4a,MYSRES01DEL01,26.0,4.4,12.311072,76.654878,12.321072,76.664878,09-03-2022,10:25,10:30,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19
38525,0x568,MUMRES04DEL03,,,-19.254567,72.848923,19.344567,72.938923,02-04-2022,,20:50,,,3,Meal,electric_scooter,1.0,Yes,Metropolitian,46
22911,0x987e,HYDRES19DEL03,24.0,4.9,17.458998,78.500366,17.548998,78.590366,04-04-2022,19:35,19:45,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,18
39062,0xc7bc,LUDHRES03DEL03,38.0,4.7,30.88722,75.804893,31.02722,75.944893,16-02-2022,22:10,22:15,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43
12115,0x9ecd,JAPRES01DEL02,20.0,4.8,26.90519,75.810753,27.03519,75.940753,27-03-2022,20:10,20:15,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40
13605,0x93b3,INDORES15DEL01,31.0,4.8,22.760072,75.892574,22.770072,75.902574,17-03-2022,10:10,10:20,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24
40363,0xb49e,VADRES12DEL01,39.0,4.8,0.0,0.0,0.04,0.04,26-03-2022,13:30,13:40,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,15
9110,0xbc6d,BANGRES01DEL01,32.0,4.7,12.933284,77.615428,13.043284,77.725428,23-03-2022,23:30,23:40,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27
3249,0x3529,SURRES04DEL02,36.0,4.7,21.173493,72.801953,21.193493,72.821953,21-03-2022,08:50,0.375,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,21
6570,0xb195,MYSRES16DEL02,30.0,3.8,12.316967,76.603067,12.446967,76.733067,02-04-2022,21:20,21:35,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,44
6638,0x55a6,RANCHIRES19DEL02,38.0,4.2,23.333017,85.3172,23.353017,85.3372,15-03-2022,08:30,08:40,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33
15398,0x31ec,PUNERES06DEL02,32.0,4.3,18.546258,73.904337,18.626258,73.984337,08-03-2022,18:25,18:40,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,39
23857,0xb609,VADRES14DEL03,27.0,4.6,22.311603,73.165012,22.401603,73.255012,25-03-2022,23:15,23:25,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23
125,0x1602,BANGRES010DEL03,21.0,4.9,12.933298,77.614293,13.023298,77.704293,12-03-2022,17:45,0.75,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36
38138,0x2c9a,CHENRES11DEL01,24.0,4.8,13.064181,80.236442,13.174181,80.346442,08-03-2022,19:50,0.833333333,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,34
1239,0xc649,KOLRES13DEL03,22.0,4.9,22.553227,88.353273,22.613227,88.413273,13-02-2022,20:35,20:45,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25
35057,0xc1cd,AURGRES14DEL01,38.0,5.0,19.875016,75.322405,19.915016,75.362405,13-02-2022,16:10,16:25,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19
41235,0x2b1b,MYSRES010DEL02,32.0,4.6,12.321214,76.621094,12.371214,76.671094,09-03-2022,21:20,21:35,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Urban,35
25611,0x1526,MYSRES12DEL02,28.0,2.8,12.284747,76.625861,12.364747,76.705861,14-03-2022,23:45,23:50,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,35
33997,0x53cc,SURRES16DEL02,31.0,3.6,21.160437,72.774209,21.290437,72.904209,02-04-2022,17:40,17:55,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,37
9200,0xc9a0,AURGRES08DEL02,38.0,4.8,19.876428,75.364792,19.926428,75.414792,17-02-2022,18:55,19:10,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31
29856,0x2002,INDORES010DEL01,34.0,4.1,22.75004,75.902847,22.82004,75.972847,06-03-2022,19:35,19:50,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35
39748,0xa699,RANCHIRES08DEL02,28.0,4.7,23.353783,85.326967,23.433783,85.406967,23-03-2022,22:10,22:20,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,19
37946,0xb6ad,CHENRES18DEL01,21.0,4.7,12.981615,80.231598,13.091615,80.341598,14-03-2022,21:25,21:30,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,12
28404,0x7929,SURRES08DEL01,36.0,4.3,21.173343,72.792731,21.283343,72.902731,14-03-2022,20:35,20:50,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,38
10724,0x4fc1,CHENRES19DEL03,35.0,4.3,12.986047,80.218114,13.016047,80.248114,01-04-2022,20:55,0.875,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,33
20677,0x1fe9,RANCHIRES18DEL02,33.0,4.1,23.351489,85.324253,23.401489,85.374253,26-03-2022,19:55,20:10,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39
1058,0xa420,MUMRES11DEL01,30.0,4.8,18.994237,72.825553,19.034237,72.865553,05-04-2022,0.541666667,13:10,Sandstorms,High,2,Snack,scooter,1.0,No,Urban,29
39030,0xa170,HYDRES04DEL01,38.0,3.9,17.411028,78.329645,17.521028,78.439645,23-03-2022,0.75,18:05,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,34
15360,0xa1c7,RANCHIRES19DEL03,24.0,5.0,23.333017,85.3172,23.423017,85.4072,06-04-2022,19:10,19:25,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29
27420,0x920d,JAPRES01DEL03,28.0,4.5,26.90519,75.810753,26.99519,75.900753,14-03-2022,23:10,23:20,Stormy,Low,0,Drinks,motorcycle,1.0,No,,20
281,0x7031,COIMBRES14DEL01,38.0,4.9,11.003681,76.975525,11.043681,77.015525,09-03-2022,13:30,13:40,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25
25619,0x213b,MYSRES05DEL03,33.0,5.0,12.323978,76.627961,12.413978,76.717961,20-03-2022,19:45,19:55,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,47
25892,0x4f6d,HYDRES20DEL01,26.0,4.8,17.483216,78.552111,17.493216,78.562111,13-03-2022,08:10,08:25,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11
968,0x6e40,HYDRES04DEL01,28.0,4.7,17.411028,78.329645,17.481028,78.399645,04-03-2022,22:30,22:35,Windy,Low,2,Snack,scooter,0.0,No,Urban,17
16001,0x3c32,INDORES01DEL01,21.0,4.9,22.695207,75.866059,22.735207,75.906059,05-03-2022,16:50,0.708333333,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15
20337,0x2600,CHENRES12DEL01,33.0,4.9,12.972793,80.249982,13.082793,80.359982,04-04-2022,17:25,17:30,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,23
34707,0x5fe1,HYDRES12DEL01,33.0,5.0,17.429585,78.392621,17.439585,78.402621,05-04-2022,08:50,09:05,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,25
17658,0x7619,CHENRES13DEL01,32.0,4.3,13.027018,80.254791,13.067018,80.294791,28-03-2022,14:10,14:25,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34
619,0x7b54,PUNERES010DEL01,21.0,4.8,18.539299,73.897902,18.609299,73.967902,23-03-2022,22:35,22:45,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,13
18309,0x1e31,SURRES09DEL01,29.0,4.9,21.175975,72.795503,21.285975,72.905503,10-03-2022,21:15,21:20,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29
1742,0xbe46,MYSRES02DEL03,22.0,4.8,12.304569,76.643622,12.334569,76.673622,05-03-2022,17:45,17:50,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,19
17774,0xc13d,KNPRES13DEL01,38.0,4.8,26.481547,80.299775,26.491547,80.309775,13-02-2022,09:10,09:25,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,26
14135,0xbdde,COIMBRES13DEL03,33.0,4.9,11.003669,76.976494,11.063669,77.036494,17-03-2022,20:20,20:30,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25
26155,0x7ab5,JAPRES13DEL03,31.0,4.6,26.846156,75.8023,26.906156,75.8623,26-03-2022,18:15,18:20,Windy,Medium,1,Drinks,scooter,0.0,No,,25
9847,0x9a43,JAPRES15DEL02,21.0,4.5,26.891191,75.802083,26.941191,75.852083,17-03-2022,17:10,17:25,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,25
36336,0x1dba,RANCHIRES010DEL03,35.0,4.8,23.354422,85.3329,23.414422,85.3929,13-03-2022,17:25,17:30,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,28
26928,0x28ec,CHENRES08DEL02,24.0,4.9,13.022394,80.242439,13.152394,80.372439,20-03-2022,23:35,23:45,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17
26788,0x9ed1,JAPRES19DEL03,26.0,4.5,26.913726,75.75282,26.943726,75.78282,11-03-2022,22:30,22:45,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13
15563,0xae8f,COIMBRES18DEL02,21.0,4.5,11.02091,76.940432,11.04091,76.960432,19-03-2022,09:35,09:40,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,17
6116,0x7101,HYDRES04DEL03,27.0,5.0,17.411028,78.329645,17.471028,78.389645,21-03-2022,19:15,19:30,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19
35946,0x75f5,SURRES18DEL01,24.0,4.8,21.149834,72.778666,21.259834,72.888666,23-03-2022,20:45,0.875,Cloudy,Jam,1,Drinks,motorcycle,3.0,Yes,Metropolitian,44
19576,0x4349,BANGRES04DEL03,32.0,4.7,12.98041,77.640489,13.07041,77.730489,04-03-2022,17:45,0.75,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,36
42267,0x6caa,SURRES20DEL02,32.0,3.7,21.15276,72.778059,21.28276,72.908059,10-03-2022,18:20,18:25,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,35
6099,0x2c1a,COIMBRES16DEL03,26.0,4.8,11.010375,76.95295,11.100375,77.04295,20-03-2022,19:50,19:55,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31
16959,0x6062,CHENRES05DEL03,31.0,4.7,13.058616,80.264151,13.088616,80.294151,28-03-2022,20:10,20:25,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,39
43320,0xcdc5,KNPRES010DEL03,27.0,4.7,26.47775,80.351569,26.53775,80.411569,17-02-2022,17:45,17:55,Fog,Medium,1,Buffet,motorcycle,0.0,,Urban,12
23040,0x85dc,CHENRES01DEL02,22.0,4.3,13.005801,80.250744,13.135801,80.380744,16-03-2022,19:20,19:25,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,40
23499,0x589b,HYDRES19DEL02,25.0,4.6,17.458998,78.500366,17.508998,78.550366,09-03-2022,18:20,18:35,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25
