Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
20651,25.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,10,1.512556272737763
9158,29.0,5.0,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,24,8.940047176493561
31973,37.0,4.9,Stormy,Low,1,Buffet,motorcycle,0.0,No,,20,13.989450297015923
463,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,16.85361872983505
615,36.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,20,4.469157678704573
6380,24.0,4.2,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,33,10.881463659625194
20213,33.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,9.088078141696645
8181,35.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,48,13.788957415835002
17719,36.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,16.60143304768203
16574,26.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,12.256597748461688
2716,29.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,26,17.07644834659759
36736,35.0,5.0,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,22,9.315071059973226
26220,21.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,10.56459693396813
15240,35.0,5.0,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,17,17.07353769059465
30022,28.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,11.983656937848327
5178,39.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,13.788480752443377
45040,32.0,4.5,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,32,13.970572124497565
22706,33.0,4.2,Sunny,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,20.07164672186807
40356,36.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,,21,10.905989056071514
25783,21.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,14.045456883675598
21045,32.0,3.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,33,12.58026782216666
23474,36.0,5.0,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,19.974163074786386
6221,24.0,4.5,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,27,4.596543326973335
13386,39.0,3.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,38,13.58430606422257
28129,34.0,4.5,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,19,1.5130734531037866
7037,28.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Urban,10,9.435201537103644
15474,38.0,4.5,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,25,6.128874096562112
10570,23.0,4.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20.206901465516598
15511,27.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,10.906432552690374
39772,21.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,9.435201537103644
41569,35.0,5.0,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,24,4.663310851502866
6358,26.0,5.0,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,3.10548530705921
42372,29.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,37,13.894520851063229
6691,38.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20.25295955651475
10785,34.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,50,12.42075039063871
15881,35.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,4.610471742654937
31898,28.0,4.9,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,12.58026782216666
33798,26.0,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,17.297865752893937
28350,35.0,5.0,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,4.595393825255733
1577,25.0,4.6,Stormy,Low,2,Meal,scooter,1.0,,Metropolitian,14,17.137491426369635
23122,23.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,3.1090243980085717
15859,33.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,10.880935113147679
32335,24.0,4.9,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,26,13.631440268137917
9947,22.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,22,7.601614738376903
36561,26.0,4.7,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Urban,34,7.6483223546223025
20039,31.0,4.7,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,2.9802493856658896
20711,30.0,5.0,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,28,10.587145366870933
21493,38.0,3.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,16.609255559059623
17551,36.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,27,10.586484616110663
32728,24.0,4.6,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,23,9.220418694238614
42863,33.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Urban,40,12.293787311808362
43176,22.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,16.11502964724489
35685,27.0,4.9,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,3.105091523479756
5586,31.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,10.867138301963886
14605,,,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,19,13.971759900481574
39094,25.0,4.5,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,4.561269431618071
31670,31.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,4.596926090794335
1515,38.0,4.9,Sunny,High,2,Drinks,motorcycle,0.0,No,Metropolitian,17,3.0274836356105017
35139,27.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20.85251350332284
3432,29.0,4.5,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,3.0645081876212656
20863,25.0,4.6,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,12.116905669821668
4239,33.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,49,16.600272418838045
19773,35.0,4.9,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,34,1.5125686142593584
34158,26.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,16,13.18408931906175
893,23.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,19,8.940047176493561
26426,21.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,25,6.081596950386758
5074,30.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,12.20991796420011
24900,27.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,4.674220355789451
25791,24.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,10.865882927568233
15187,34.0,4.2,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,7.447061074939585
2933,29.0,4.9,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,11.936816253828177
32330,27.0,4.8,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,19.916274899799546
29265,33.0,4.1,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,20.55687346928918
11970,39.0,4.6,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,3.024996344268519
44666,,,,,3,Buffet,scooter,1.0,No,Metropolitian,34,1.5522470216495257
28022,31.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,,20,16.601197594933343
1129,33.0,4.5,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,35,12.292599798304026
731,30.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,19,7.631413514334402
11110,24.0,4.8,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,17.297865752893937
30329,24.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,6.037448589994735
3084,20.0,4.8,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,6.217525604873795
7297,34.0,4.7,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,4.663493139522732
37356,29.0,4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Metropolitian,16,1.5545771229208105
31926,30.0,4.9,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,13.682164589326144
2795,35.0,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,46,13.989532157364495
25363,20.0,4.7,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27,19.627072559595604
7601,37.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,4.589038750634467
798,36.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,,40,10.602450942694606
22616,22.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Urban,17,2.9845507905351676
17118,35.0,4.4,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,46,16.39381188078192
39846,38.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,26,3.0642670718363476
178,27.0,4.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,4.561265632453321
17558,22.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,17,14.044169821697304
13798,33.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,25,7.660951720866
17174,25.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,12.420692539734093
32567,24.0,4.9,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,14,1.5725337265584898
27777,34.0,4.6,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,19.880040740549052
32966,26.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,9.219708855854169
24648,23.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,13,11.916990180332599
29769,22.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,15,4.541149753999942
16932,33.0,4.3,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,9.059783744211305
12940,28.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,16,1.5294972184813194
23849,27.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20.253459166414427
11772,24.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,29,1.5204319453616324
38498,34.0,5.0,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,17,7.5683448412169
4616,31.0,4.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,6.04975791884597
15103,22.0,4.6,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,19.659824899493145
7533,,,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,2911.403184798218
66,26.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10,9.220373066701908
44897,31.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,23,3.064335146614717
37480,22.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,11,3.0594600776022856
21598,35.0,4.6,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,22,16.15143830671572
15689,36.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,43,19.659254035111083
43167,25.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,,Urban,10,4.589265860302206
5033,26.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,23,7.448412467931839
35340,34.0,4.0,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,7.862668167467362
43896,20.0,5.0,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,20,6.050438648786226
20225,21.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,9.074331008012258
17006,39.0,4.9,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,20,1.5523313500323028
9873,25.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,11,1.552697441199914
38990,28.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,14.152800689506924
787,36.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,4.632486510293786
3332,27.0,4.7,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Urban,15,3469.1990113124193
30966,22.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,18,3.040539883821868
45177,33.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,13.611585111828559
6008,32.0,4.1,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,39,19.915135664662472
24162,28.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,5.952987295201308
8334,38.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,4.610379843539073
44315,27.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,19.889978303746236
6297,,,,,1,Meal,scooter,2.0,No,Urban,36,12.237379473443548
32264,38.0,4.0,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,33,1.514745314488058
1191,30.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,7.450285846000673
515,25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,16.388699354704418
30734,29.0,4.7,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,25,4.537843333310986
30024,26.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,23,1.5368293093013894
37244,34.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,13.413644078131233
27223,35.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,4.656945385554083
21435,32.0,4.3,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,36,10.90597017999442
23283,32.0,3.5,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,37,10.70416127123685
1001,24.0,4.7,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,15,6.21788364750751
14622,28.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,17,13.681416111969586
18982,27.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,19.62493620486467
17898,31.0,4.2,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,39,20.85177138300019
6191,28.0,4.2,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31,16.647603825121227
14175,28.0,4.2,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,,37,10.72556607642895
5753,,,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,10.427235657707744
34836,32.0,4.7,Stormy,High,0,Meal,motorcycle,2.0,No,Metropolitian,36,5.8746761353026296
16252,23.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,15,13.610824622483138
24920,37.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,10.590448390880008
15905,38.0,4.5,Sunny,High,2,Snack,scooter,0.0,No,Urban,22,6.0371931754454975
1462,36.0,4.8,Fog,Medium,1,Drinks,scooter,0.0,No,,15,7.761780026164523
24299,24.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Urban,23,13.98991687733361
18255,26.0,4.8,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.0203600616060804
37344,34.0,4.4,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,48,16.41141457496109
27464,28.0,4.9,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,9.220316821861015
41265,22.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,12,13.409281444632647
7349,39.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,28,4.587980157607705
4818,36.0,4.6,Fog,Low,2,Meal,electric_scooter,1.0,No,Urban,18,4.657671709829313
220,20.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,4.717601091654031
26337,26.0,4.1,Fog,Jam,2,Snack,scooter,2.0,No,Urban,41,20.176811965428993
40480,34.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,9.193014471949267
12632,22.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.0646275931042672
19937,33.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,36,10.881077849035108
27773,33.0,4.7,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,19.617929437392437
4603,23.0,4.8,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,28,16.901659094554248
37016,,,,,1,Meal,motorcycle,0.0,No,Urban,14,19062.996619100348
22499,26.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Semi-Urban,48,19.890503583969085
39255,39.0,4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,13.589006601096434
7036,30.0,4.5,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,29,3.025059810035751
5650,38.0,4.1,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,33,5.992216126394099
28311,38.0,4.9,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,11.007734763545226
17632,21.0,5.0,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,39,20.851598740030827
42039,28.0,4.6,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,12.16151799348487
44665,21.0,4.7,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,18,6.0376057117344475
29863,36.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,12.58026782216666
2881,29.0,4.2,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,1.4897994992240744
18061,30.0,4.5,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,30,13.583332471866477
22444,31.0,4.5,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,40,10.756165907257982
901,26.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,,14,9.263603411915046
18981,29.0,4.9,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,21,3.052745697736574
34949,37.0,4.8,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,3.10536989168828
8488,22.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,9.315071059973226
30232,24.0,4.5,Stormy,High,1,Meal,scooter,0.0,No,Urban,11,1.5203728353354846
23464,32.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,29,3.1450674354101187
8219,,,Stormy,High,1,Buffet,scooter,0.0,No,Metropolitian,31,6.049968949133906
1627,26.0,4.5,Windy,Jam,1,Snack,scooter,1.0,No,Urban,19,9.157577302210372
6772,31.0,4.2,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,40,12.435540495229263
12021,35.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,40,12.073397681257973
14678,36.0,4.3,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,33,9.314884732538992
11440,34.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,28,4.610073053407919
40831,29.0,5.0,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,35,19.658752171967787
43040,36.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,23,6.037116126684456
28967,20.0,4.8,Windy,Medium,2,Snack,scooter,1.0,No,Urban,20,17.297865752893937
2580,33.0,4.7,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,12.100287597780959
42965,20.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,4.657672650228106
34924,39.0,4.2,Windy,High,2,Snack,electric_scooter,2.0,No,Metropolitian,34,1.5725337265584898
4340,22.0,4.8,Fog,High,2,Buffet,motorcycle,1.0,No,Urban,28,6.29013467758336
42023,39.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,7.652510173194676
35461,30.0,4.7,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19,16.64866461346363
18771,35.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,16,16.903293213046933
1073,25.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,16,16.38504788656677
21638,,,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,15,12.100062420926562
17065,25.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,3.105095438251917
37298,31.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,28,1.5094383129819424
29351,28.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,15,10.865409153097005
32626,35.0,4.2,Sandstorms,High,2,Snack,electric_scooter,1.0,No,Metropolitian,33,1.5302594867794963
3159,32.0,4.5,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,24,4.58909945804712
38353,38.0,4.2,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,3.0605577738082954
35755,22.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,9.088005113399266
21292,37.0,3.8,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33,12.463937408856191
34650,34.0,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,4.561113588605107
21398,35.0,4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,47,10.724960763582049
31334,22.0,5.0,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,23,10.757204708475808
18324,20.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,17.297865752893937
19680,33.0,4.1,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,39,20.2062603240773
5974,22.0,3.3,Sunny,Low,2,Meal,electric_scooter,0.0,No,Urban,31,10.757168277121384
3729,31.0,4.6,Stormy,High,0,Snack,motorcycle,3.0,Yes,Metropolitian,47,6.147106622655738
490,,,,,3,Drinks,scooter,0.0,No,Metropolitian,24,9.316238098212658
22092,22.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,3.0735639636843457
33949,36.0,4.8,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,3.0527486009306397
1375,28.0,4.6,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,11,8.942954308288511
37782,31.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,3.087888624322901
31658,38.0,4.9,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21,10.868130915472097
17010,20.0,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,20.853653606417506
4758,30.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1.489529379478611
30341,31.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,20,9.121796528478415
10304,30.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20.182482607606538
6040,32.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,9.08186227691436
28756,29.0,4.8,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,9.087965500946755
2841,30.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,13,7.720449641867548
36948,28.0,4.3,Stormy,High,0,Meal,motorcycle,0.0,No,Urban,32,6.081595038467466
36854,33.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,23,1.4906380416554441
2887,30.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,28,4.537940845665759
8876,28.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,,20,7.448560816528524
20923,27.0,4.8,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20.206315811340712
23067,36.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,10.565155904072418
39439,26.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21,13.972123977235706
14997,30.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16,9.220147515100315
22837,37.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,23,3.018409445967316
17750,31.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,4.656557579114895
43094,35.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,24,4.561269431618071
19023,35.0,4.1,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,12.16113135009256
17575,39.0,4.6,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,4.469154958883616
5602,35.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,17.07269000031743
32894,29.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,17.138105845680688
13921,37.0,4.9,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23,3.1450674354101187
5730,37.0,4.4,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,10.723264171972627
14745,31.0,4.5,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,29,2.979000204181553
5296,34.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Urban,15,12.420599246574614
13851,31.0,4.9,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,20,10.428148593498358
41451,39.0,4.6,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,24,6.1184711803543115
17696,35.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,3.1048274863789924
25274,25.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,14,9.17829699622072
28379,20.0,4.9,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,12.116886186365793
20918,21.0,4.7,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,21,4.469557550329666
6869,20.0,4.9,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,36,12.58026782216666
21042,27.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,24,13.829931792707404
9943,36.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.5624912889171
9643,29.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,19.340983552938223
